away_team,date,neutral,home_score,tournament,home_team,away_score
Guadeloupe,1994-04-14,True,4,CFU Caribbean Cup,Martinique,2
Suriname,1994-04-14,False,3,CFU Caribbean Cup,Trinidad and Tobago,2
Turkmenistan,1994-04-15,True,0,Friendly,Kazakhstan,0
Tajikistan,1994-04-15,True,0,Friendly,Kyrgyzstan,1
Bulgaria,1994-04-15,False,1,Friendly,Oman,1
Moldova,1994-04-16,False,1,Friendly,USA,1
Martinique,1994-04-17,False,7,CFU Caribbean Cup,Trinidad and Tobago,2
Kyrgyzstan,1994-04-17,True,0,Friendly,Kazakhstan,0
Tajikistan,1994-04-17,False,1,Friendly,Uzbekistan,1
Nigeria,1994-04-17,False,1,Friendly,Colombia,0
Suriname,1994-04-17,True,2,CFU Caribbean Cup,Guadeloupe,0
Saudi Arabia,1994-04-18,False,2,Friendly,Tunisia,0
Azerbaijan,1994-04-19,False,5,Friendly,Malta,0
Turkmenistan,1994-04-19,True,0,Friendly,Tajikistan,2
Kyrgyzstan,1994-04-19,False,3,Friendly,Uzbekistan,0
Bolivia,1994-04-20,False,3,Friendly,Romania,0
Sweden,1994-04-20,False,0,Friendly,Wales,2
Moldova,1994-04-20,False,3,Friendly,USA,0
Russia,1994-04-20,False,0,Friendly,Turkey,1
Czech Republic,1994-04-20,False,3,Friendly,Switzerland,0
Croatia,1994-04-20,False,4,Friendly,Slovakia,1
Portugal,1994-04-20,False,0,Friendly,Norway,0
Liechtenstein,1994-04-20,False,4,UEFA Euro qualification,Northern Ireland,1
Republic of Ireland,1994-04-20,False,0,Friendly,Netherlands,1
Israel,1994-04-20,False,1,Friendly,Lithuania,1
Saudi Arabia,1994-04-20,True,0,Friendly,Iceland,2
Hungary,1994-04-20,False,3,Friendly,Denmark,1
Scotland,1994-04-20,False,1,Friendly,Austria,2
Morocco,1994-04-20,False,3,Friendly,Argentina,1
Mozambique,1994-04-22,False,0,Friendly,Eswatini,1
Zimbabwe,1994-04-24,False,1,Friendly,South Africa,0
Iceland,1994-04-24,False,1,Friendly,USA,2
Germany,1994-04-27,False,0,Friendly,United Arab Emirates,2
Cyprus,1994-04-27,False,3,Friendly,Slovenia,0
Saudi Arabia,1994-04-27,False,5,Friendly,Greece,1
Bulgaria,1994-04-28,False,2,Friendly,Kuwait,2
Chile,1994-04-30,False,0,Friendly,USA,2
Cameroon,1994-05-01,False,2,Friendly,South Korea,2
Guernsey,1994-05-02,False,3,Muratti Vase,Jersey,1
Peru,1994-05-03,True,1,Miami Cup,Colombia,0
Honduras,1994-05-03,True,3,Miami Cup,El Salvador,1
Cameroon,1994-05-03,False,2,Friendly,South Korea,1
Saudi Arabia,1994-05-04,True,1,Friendly,Bolivia,0
Iceland,1994-05-04,False,3,Friendly,Brazil,0
Hungary,1994-05-04,False,3,Friendly,Poland,2
Peru,1994-05-05,True,2,Miami Cup,Honduras,1
El Salvador,1994-05-05,True,3,Miami Cup,Colombia,0
Nigeria,1994-05-05,False,3,Friendly,Sweden,1
Estonia,1994-05-07,False,4,Friendly,USA,0
Cameroon,1994-05-09,False,0,Friendly,Greece,3
Cameroon,1994-05-11,True,1,Friendly,Bolivia,1
Bolivia,1994-05-13,False,0,Friendly,Greece,0
Albania,1994-05-14,False,5,Friendly,North Macedonia,1
Suriname,1994-05-14,True,2,Friendly,Nigeria,1
Armenia,1994-05-15,False,1,Friendly,USA,0
Greece,1994-05-17,False,5,Friendly,England,0
Austria,1994-05-17,False,3,Friendly,Poland,4
Croatia,1994-05-18,False,2,Friendly,Hungary,2
Argentina,1994-05-18,False,3,Friendly,Chile,3
Bolivia,1994-05-19,False,1,Friendly,Iceland,0
Norway,1994-05-22,False,0,Friendly,England,0
Australia,1994-05-22,False,1,Kirin Cup,Japan,1
Wales,1994-05-23,False,1,Friendly,Estonia,2
Tahiti,1994-05-23,False,2,Friendly,Fiji,2
Bolivia,1994-05-24,False,1,Friendly,Republic of Ireland,0
Tahiti,1994-05-25,False,2,Friendly,Fiji,0
Belarus,1994-05-25,False,3,Friendly,Ukraine,1
Argentina,1994-05-25,False,1,Friendly,Ecuador,0
Saudi Arabia,1994-05-25,False,0,Friendly,USA,0
Nigeria,1994-05-25,False,2,Friendly,Romania,0
Peru,1994-05-25,False,2,Friendly,Chile,1
Lithuania,1994-05-25,False,5,Friendly,Czech Republic,3
France,1994-05-26,True,0,Kirin Cup,Australia,1
Sweden,1994-05-26,False,1,Friendly,Denmark,0
Finland,1994-05-27,False,2,Friendly,Italy,0
Scotland,1994-05-27,False,3,Friendly,Netherlands,1
Liechtenstein,1994-05-27,False,2,Friendly,Switzerland,0
Greece,1994-05-28,False,1,Friendly,USA,1
Republic of Ireland,1994-05-29,False,0,Friendly,Germany,2
France,1994-05-29,False,1,Kirin Cup,Japan,4
Slovakia,1994-05-29,False,2,Friendly,Russia,1
Argentina,1994-05-31,False,0,Friendly,Israel,3
Morocco,1994-06-01,False,1,Friendly,Canada,1
Estonia,1994-06-01,False,2,Friendly,North Macedonia,0
Hungary,1994-06-01,False,7,Friendly,Netherlands,1
Denmark,1994-06-01,False,2,Friendly,Norway,1
Slovenia,1994-06-01,False,0,Friendly,Romania,0
Germany,1994-06-02,False,1,Friendly,Austria,5
Spain,1994-06-02,False,1,Friendly,Finland,2
Malta,1994-06-02,False,2,Friendly,Latvia,0
Ukraine,1994-06-03,False,1,Friendly,Bulgaria,1
Northern Ireland,1994-06-03,True,2,Friendly,Colombia,0
Switzerland,1994-06-03,False,1,Friendly,Italy,0
Mexico,1994-06-04,False,1,Friendly,USA,0
Saudi Arabia,1994-06-04,True,2,Friendly,Trinidad and Tobago,3
Argentina,1994-06-04,False,0,Friendly,Croatia,0
Brazil,1994-06-05,False,1,Friendly,Canada,1
Greece,1994-06-05,True,2,Friendly,Colombia,0
South Korea,1994-06-05,True,2,Friendly,Ecuador,1
Czech Republic,1994-06-05,False,1,Friendly,Republic of Ireland,3
Liberia,1994-06-05,False,4,Friendly,Ivory Coast,1
Norway,1994-06-05,False,2,Friendly,Sweden,0
Germany,1994-06-08,False,0,Friendly,Canada,2
Peru,1994-06-08,False,0,Friendly,Bolivia,0
Brazil,1994-06-08,True,2,Friendly,Honduras,8
South Africa,1994-06-08,False,1,Friendly,Australia,0
Hungary,1994-06-08,False,3,Friendly,Belgium,1
Spain,1994-06-10,False,0,Friendly,Canada,2
Switzerland,1994-06-11,True,0,Friendly,Bolivia,0
Italy,1994-06-11,True,0,Friendly,Costa Rica,1
South Korea,1994-06-11,True,0,Friendly,Honduras,3
Northern Ireland,1994-06-11,True,3,Friendly,Mexico,0
Georgia,1994-06-11,False,5,Friendly,Nigeria,1
Sweden,1994-06-12,True,1,Friendly,Romania,1
South Africa,1994-06-12,False,1,Friendly,Australia,0
Netherlands,1994-06-12,False,0,Friendly,Canada,3
Brazil,1994-06-12,True,0,Friendly,El Salvador,4
South Korea,1994-06-17,True,2,FIFA World Cup,Spain,2
Bolivia,1994-06-17,True,1,FIFA World Cup,Germany,0
Romania,1994-06-18,True,1,FIFA World Cup,Colombia,3
Republic of Ireland,1994-06-18,True,0,FIFA World Cup,Italy,1
Switzerland,1994-06-18,False,1,FIFA World Cup,USA,1
Morocco,1994-06-19,True,1,FIFA World Cup,Belgium,0
Sweden,1994-06-19,True,2,FIFA World Cup,Cameroon,2
Mexico,1994-06-19,True,1,FIFA World Cup,Norway,0
Russia,1994-06-20,True,2,FIFA World Cup,Brazil,0
Saudi Arabia,1994-06-20,True,2,FIFA World Cup,Netherlands,1
Spain,1994-06-21,True,1,FIFA World Cup,Germany,1
Bulgaria,1994-06-21,True,3,FIFA World Cup,Nigeria,0
Greece,1994-06-21,True,4,FIFA World Cup,Argentina,0
Switzerland,1994-06-22,True,1,FIFA World Cup,Romania,4
Colombia,1994-06-22,False,2,FIFA World Cup,USA,1
Norway,1994-06-23,True,1,FIFA World Cup,Italy,0
Bolivia,1994-06-23,True,0,FIFA World Cup,South Korea,0
Cameroon,1994-06-24,True,3,FIFA World Cup,Brazil,0
Republic of Ireland,1994-06-24,True,2,FIFA World Cup,Mexico,1
Russia,1994-06-24,True,3,FIFA World Cup,Sweden,1
Morocco,1994-06-25,True,2,FIFA World Cup,Saudi Arabia,1
Nigeria,1994-06-25,True,2,FIFA World Cup,Argentina,1
Netherlands,1994-06-25,True,1,FIFA World Cup,Belgium,0
Colombia,1994-06-26,True,0,FIFA World Cup,Switzerland,2
Romania,1994-06-26,False,0,FIFA World Cup,USA,1
Greece,1994-06-26,True,4,FIFA World Cup,Bulgaria,0
Georgia,1994-06-26,False,1,Friendly,Latvia,3
Spain,1994-06-27,True,1,FIFA World Cup,Bolivia,3
South Korea,1994-06-27,True,3,FIFA World Cup,Germany,2
Sweden,1994-06-28,True,1,FIFA World Cup,Brazil,1
Norway,1994-06-28,True,0,FIFA World Cup,Republic of Ireland,0
Mexico,1994-06-28,True,1,FIFA World Cup,Italy,1
Cameroon,1994-06-28,True,6,FIFA World Cup,Russia,1
Saudi Arabia,1994-06-29,True,0,FIFA World Cup,Belgium,1
Netherlands,1994-06-29,True,1,FIFA World Cup,Morocco,2
Nigeria,1994-06-30,True,0,FIFA World Cup,Greece,2
Bulgaria,1994-06-30,True,0,FIFA World Cup,Argentina,2
Namibia,1994-07-01,False,0,Friendly,Botswana,1
Belgium,1994-07-02,True,3,FIFA World Cup,Germany,2
Switzerland,1994-07-02,True,3,FIFA World Cup,Spain,0
New Caledonia,1994-07-03,True,1,Melanesia Cup,Papua New Guinea,0
Argentina,1994-07-03,True,3,FIFA World Cup,Romania,2
Sweden,1994-07-03,True,1,FIFA World Cup,Saudi Arabia,3
Brazil,1994-07-04,False,0,FIFA World Cup,USA,1
New Caledonia,1994-07-04,True,3,Melanesia Cup,Fiji,1
Republic of Ireland,1994-07-04,True,2,FIFA World Cup,Netherlands,0
Papua New Guinea,1994-07-05,False,2,Melanesia Cup,Solomon Islands,0
New Caledonia,1994-07-05,True,2,Melanesia Cup,Vanuatu,3
Bulgaria,1994-07-05,True,1,FIFA World Cup,Mexico,1
Italy,1994-07-05,True,1,FIFA World Cup,Nigeria,2
Vanuatu,1994-07-06,False,4,Melanesia Cup,Solomon Islands,0
Fiji,1994-07-06,True,0,Melanesia Cup,Papua New Guinea,1
Fiji,1994-07-07,False,1,Melanesia Cup,Solomon Islands,0
Papua New Guinea,1994-07-07,True,1,Melanesia Cup,Vanuatu,1
Ghana,1994-07-08,False,3,Friendly,Japan,2
New Caledonia,1994-07-08,False,3,Melanesia Cup,Solomon Islands,1
Fiji,1994-07-08,True,2,Melanesia Cup,Vanuatu,4
Spain,1994-07-09,True,2,FIFA World Cup,Italy,1
Brazil,1994-07-09,True,2,FIFA World Cup,Netherlands,3
Sweden,1994-07-10,True,2,FIFA World Cup,Romania,2
Germany,1994-07-10,True,2,FIFA World Cup,Bulgaria,1
Italy,1994-07-13,True,1,FIFA World Cup,Bulgaria,2
Brazil,1994-07-13,True,0,FIFA World Cup,Sweden,1
Ghana,1994-07-14,False,2,Friendly,Japan,1
Malta,1994-07-16,False,1,Friendly,Armenia,0
Bulgaria,1994-07-16,True,4,FIFA World Cup,Sweden,0
Italy,1994-07-17,True,0,FIFA World Cup,Brazil,0
Malta,1994-07-19,False,1,Friendly,Georgia,1
Estonia,1994-07-29,False,3,Baltic Cup,Lithuania,0
Latvia,1994-07-30,True,0,Baltic Cup,Estonia,2
Latvia,1994-07-31,False,1,Baltic Cup,Lithuania,0
Mali,1994-08-08,False,2,Friendly,Ivory Coast,1
Thailand,1994-08-12,True,2,Friendly,Myanmar,2
Malta,1994-08-16,False,1,Friendly,Slovakia,1
Estonia,1994-08-16,False,4,Friendly,Iceland,0
Togo,1994-08-16,False,3,Friendly,Niger,2
Russia,1994-08-17,False,0,Friendly,Austria,3
Finland,1994-08-17,False,2,Friendly,Denmark,1
Czech Republic,1994-08-17,False,2,Friendly,France,2
Croatia,1994-08-17,False,0,Friendly,Israel,4
Ecuador,1994-08-17,False,2,Friendly,Peru,0
Belarus,1994-08-17,False,1,Friendly,Poland,1
Lithuania,1994-08-17,False,4,Friendly,Sweden,2
Mali,1994-08-19,False,2,Friendly,Egypt,1
DR Congo,1994-08-19,False,2,Friendly,Congo,0
Mali,1994-08-21,False,0,Friendly,Egypt,1
Niger,1994-08-23,False,0,Friendly,Burkina Faso,0
Ghana,1994-08-23,False,2,Friendly,Egypt,0
Congo,1994-08-24,False,2,Friendly,DR Congo,0
Zambia,1994-08-25,True,1,Friendly,Ghana,0
Botswana,1994-08-25,False,2,Friendly,Namibia,3
Congo,1994-08-26,False,1,Friendly,DR Congo,1
United Arab Emirates,1994-08-26,True,1,Friendly,Ukraine,1
Zambia,1994-08-27,False,0,Friendly,Egypt,4
United Arab Emirates,1994-08-30,False,1,Friendly,Iceland,0
Turkey,1994-08-31,False,0,Friendly,North Macedonia,2
Fiji,1994-09-02,False,1,Friendly,Solomon Islands,0
Uganda,1994-09-03,False,4,African Cup of Nations qualification,Tanzania,0
Mauritania,1994-09-03,False,0,African Cup of Nations qualification,Senegal,0
Poland,1994-09-04,False,2,UEFA Euro qualification,Israel,1
Namibia,1994-09-04,False,2,African Cup of Nations qualification,Angola,0
Guinea,1994-09-04,False,0,African Cup of Nations qualification,Botswana,1
Morocco,1994-09-04,False,2,African Cup of Nations qualification,Burkina Faso,1
Malawi,1994-09-04,False,1,African Cup of Nations qualification,DR Congo,1
Croatia,1994-09-04,False,0,UEFA Euro qualification,Estonia,2
Algeria,1994-09-04,False,0,African Cup of Nations qualification,Ethiopia,0
Sierra Leone,1994-09-04,False,4,African Cup of Nations qualification,Ghana,1
Togo,1994-09-04,False,1,African Cup of Nations qualification,Liberia,0
Mozambique,1994-09-04,False,2,African Cup of Nations qualification,Mali,1
Egypt,1994-09-04,False,0,African Cup of Nations qualification,Sudan,0
Malta,1994-09-06,False,6,UEFA Euro qualification,Czech Republic,1
Togo,1994-09-06,False,1,Friendly,Liberia,1
United Arab Emirates,1994-09-06,False,1,Friendly,Switzerland,0
Azerbaijan,1994-09-07,False,3,UEFA Euro qualification,Romania,0
Belarus,1994-09-07,False,1,UEFA Euro qualification,Norway,0
Germany,1994-09-07,False,0,Friendly,Russia,1
Portugal,1994-09-07,False,1,UEFA Euro qualification,Northern Ireland,2
Italy,1994-09-07,False,1,UEFA Euro qualification,Slovenia,1
Lithuania,1994-09-07,False,0,UEFA Euro qualification,Ukraine,2
Albania,1994-09-07,False,2,UEFA Euro qualification,Wales,0
France,1994-09-07,False,0,UEFA Euro qualification,Slovakia,0
Denmark,1994-09-07,False,1,UEFA Euro qualification,North Macedonia,1
Netherlands,1994-09-07,False,0,UEFA Euro qualification,Luxembourg,4
Austria,1994-09-07,False,0,UEFA Euro qualification,Liechtenstein,4
Republic of Ireland,1994-09-07,False,0,UEFA Euro qualification,Latvia,3
Sweden,1994-09-07,False,0,UEFA Euro qualification,Iceland,1
Turkey,1994-09-07,False,2,UEFA Euro qualification,Hungary,2
Moldova,1994-09-07,False,0,UEFA Euro qualification,Georgia,1
Scotland,1994-09-07,False,0,UEFA Euro qualification,Finland,2
Greece,1994-09-07,False,1,UEFA Euro qualification,Faroe Islands,5
USA,1994-09-07,False,2,Friendly,England,0
Spain,1994-09-07,False,1,UEFA Euro qualification,Cyprus,2
Armenia,1994-09-07,False,2,UEFA Euro qualification,Belgium,0
Oman,1994-09-10,False,0,Friendly,Qatar,2
Ukraine,1994-09-11,False,1,Friendly,South Korea,0
India,1994-09-12,True,2,Friendly,Bangladesh,4
Ukraine,1994-09-13,False,2,Friendly,South Korea,0
Yemen,1994-09-14,True,0,Friendly,India,1
Sudan,1994-09-14,True,1,Friendly,Oman,1
Oman,1994-09-16,True,1,Friendly,India,4
Yemen,1994-09-16,False,2,Friendly,Qatar,0
Yemen,1994-09-18,True,0,Friendly,India,2
United Arab Emirates,1994-09-19,False,0,Friendly,South Korea,0
Bolivia,1994-09-21,False,1,Friendly,Chile,2
Peru,1994-09-21,False,0,Friendly,Ecuador,0
Kuwait,1994-09-22,False,0,Friendly,Malaysia,2
Kuwait,1994-09-24,True,0,Friendly,Australia,0
Ghana,1994-09-25,False,3,Friendly,Zambia,0
Australia,1994-09-27,False,0,Friendly,Japan,0
China,1994-10-01,True,2,Asian Games,Turkmenistan,2
Bahrain,1994-10-01,True,0,Asian Games,Yemen,2
Uzbekistan,1994-10-01,True,1,Asian Games,Saudi Arabia,4
Hong Kong,1994-10-01,True,4,Asian Games,Malaysia,3
Nepal,1994-10-01,True,11,Asian Games,South Korea,0
Oman,1994-10-01,True,2,Asian Games,Kuwait,2
United Arab Emirates,1994-10-03,False,1,Asian Games,Japan,1
Myanmar,1994-10-03,True,2,Asian Games,Qatar,2
Nepal,1994-10-03,True,8,Asian Games,Kuwait,0
Hong Kong,1994-10-03,True,1,Asian Games,Thailand,2
Malaysia,1994-10-03,True,5,Asian Games,Uzbekistan,0
Bahrain,1994-10-03,True,0,Asian Games,Iran,0
Yemen,1994-10-03,True,4,Asian Games,China,0
China,1994-10-05,True,2,Asian Games,Bahrain,3
Turkmenistan,1994-10-05,True,1,Asian Games,Iran,1
Uzbekistan,1994-10-05,True,0,Asian Games,Hong Kong,1
Saudi Arabia,1994-10-05,True,2,Asian Games,Thailand,4
Oman,1994-10-05,True,2,Asian Games,South Korea,1
United Arab Emirates,1994-10-05,True,0,Asian Games,Myanmar,2
Qatar,1994-10-05,False,1,Asian Games,Japan,1
Kuwait,1994-10-07,True,0,Asian Games,South Korea,1
Saudi Arabia,1994-10-07,True,1,Asian Games,Malaysia,2
China,1994-10-07,True,0,Asian Games,Iran,1
Turkmenistan,1994-10-07,True,0,Asian Games,Yemen,4
Uzbekistan,1994-10-07,True,4,Asian Games,Thailand,5
Cyprus,1994-10-08,False,0,UEFA Euro qualification,Armenia,0
Italy,1994-10-08,False,0,UEFA Euro qualification,Estonia,2
Romania,1994-10-08,False,0,UEFA Euro qualification,France,0
Myanmar,1994-10-09,False,5,Asian Games,Japan,0
Nepal,1994-10-09,True,1,Asian Games,Oman,0
Malaysia,1994-10-09,True,1,Asian Games,Thailand,1
Saudi Arabia,1994-10-09,True,1,Asian Games,Hong Kong,2
Yemen,1994-10-09,True,4,Asian Games,Iran,0
Qatar,1994-10-09,True,2,Asian Games,United Arab Emirates,2
Malawi,1994-10-09,False,2,Friendly,Zambia,1
Niger,1994-10-09,False,3,Friendly,Senegal,1
Portugal,1994-10-09,False,1,UEFA Euro qualification,Latvia,3
Turkmenistan,1994-10-09,True,2,Asian Games,Bahrain,2
Lithuania,1994-10-09,False,2,UEFA Euro qualification,Croatia,0
Turkmenistan,1994-10-11,True,3,Asian Games,Uzbekistan,0
South Korea,1994-10-11,False,2,Asian Games,Japan,3
Saudi Arabia,1994-10-11,True,2,Asian Games,China,0
United Arab Emirates,1994-10-11,True,2,Asian Games,Kuwait,1
Wales,1994-10-12,False,3,UEFA Euro qualification,Moldova,2
Iceland,1994-10-12,False,5,UEFA Euro qualification,Turkey,0
Slovenia,1994-10-12,False,0,UEFA Euro qualification,Ukraine,0
Sweden,1994-10-12,False,4,UEFA Euro qualification,Switzerland,2
Faroe Islands,1994-10-12,False,5,UEFA Euro qualification,Scotland,1
San Marino,1994-10-12,False,4,UEFA Euro qualification,Russia,0
Azerbaijan,1994-10-12,False,1,UEFA Euro qualification,Poland,0
Netherlands,1994-10-12,False,1,UEFA Euro qualification,Norway,1
Czech Republic,1994-10-12,False,0,UEFA Euro qualification,Malta,0
Luxembourg,1994-10-12,False,2,UEFA Euro qualification,Belarus,0
Slovakia,1994-10-12,False,2,UEFA Euro qualification,Israel,2
Liechtenstein,1994-10-12,False,4,UEFA Euro qualification,Republic of Ireland,0
Germany,1994-10-12,False,0,Friendly,Hungary,0
Finland,1994-10-12,False,4,UEFA Euro qualification,Greece,0
Romania,1994-10-12,False,1,Friendly,England,1
Belgium,1994-10-12,False,3,UEFA Euro qualification,Denmark,1
Georgia,1994-10-12,False,2,UEFA Euro qualification,Bulgaria,0
Northern Ireland,1994-10-12,False,1,UEFA Euro qualification,Austria,2
Spain,1994-10-12,False,0,UEFA Euro qualification,North Macedonia,2
Kuwait,1994-10-13,True,2,Asian Games,China,0
South Korea,1994-10-13,True,1,Asian Games,Uzbekistan,0
Tanzania,1994-10-14,False,5,African Cup of Nations qualification,Egypt,1
Sudan,1994-10-14,False,1,African Cup of Nations qualification,Algeria,1
South Korea,1994-10-15,True,2,Asian Games,Kuwait,1
Ethiopia,1994-10-15,False,4,African Cup of Nations qualification,Uganda,1
Mali,1994-10-15,False,2,African Cup of Nations qualification,Namibia,1
Zimbabwe,1994-10-15,False,3,African Cup of Nations qualification,Malawi,1
DR Congo,1994-10-16,False,1,African Cup of Nations qualification,Cameroon,0
Angola,1994-10-16,False,3,African Cup of Nations qualification,Guinea,1
Botswana,1994-10-16,False,3,African Cup of Nations qualification,Mozambique,1
Congo,1994-10-16,False,3,African Cup of Nations qualification,Sierra Leone,2
Senegal,1994-10-16,False,2,African Cup of Nations qualification,Togo,0
Uzbekistan,1994-10-16,True,2,Asian Games,China,4
Uruguay,1994-10-19,False,0,Friendly,Peru,1
USA,1994-10-19,False,2,Friendly,Saudi Arabia,1
Senegal,1994-10-23,False,0,Friendly,Oman,1
Senegal,1994-10-25,False,2,Friendly,Oman,1
Finland,1994-10-26,False,0,Friendly,Estonia,7
Trinidad and Tobago,1994-10-26,False,1,Friendly,Saudi Arabia,0
Senegal,1994-10-28,False,3,Friendly,United Arab Emirates,2
Iceland,1994-10-29,True,0,Friendly,Kuwait,1
Guinea,1994-10-30,False,2,African Cup of Nations qualification,Mali,0
Qatar,1994-11-03,False,2,Gulf Cup,United Arab Emirates,0
Kuwait,1994-11-04,True,2,Gulf Cup,Bahrain,1
Saudi Arabia,1994-11-04,True,1,Gulf Cup,Oman,2
Estonia,1994-11-06,False,0,Friendly,Latvia,0
Saudi Arabia,1994-11-06,False,1,Gulf Cup,United Arab Emirates,1
Bahrain,1994-11-06,True,1,Gulf Cup,Oman,1
Cameroon,1994-11-07,False,1,Friendly,Morocco,1
Qatar,1994-11-07,True,1,Gulf Cup,Kuwait,0
Ivory Coast,1994-11-08,False,2,Friendly,Tunisia,0
Oman,1994-11-09,True,4,Gulf Cup,Qatar,2
Kuwait,1994-11-09,False,2,Gulf Cup,United Arab Emirates,0
Bahrain,1994-11-10,True,3,Gulf Cup,Saudi Arabia,1
Ethiopia,1994-11-11,False,5,African Cup of Nations qualification,Egypt,0
Liberia,1994-11-11,False,1,African Cup of Nations qualification,Mauritania,1
Saudi Arabia,1994-11-12,True,1,Gulf Cup,Qatar,2
Slovakia,1994-11-12,False,3,UEFA Euro qualification,Romania,2
Sudan,1994-11-12,False,2,African Cup of Nations qualification,Tanzania,0
Algeria,1994-11-12,False,1,African Cup of Nations qualification,Uganda,1
Bahrain,1994-11-12,False,0,Gulf Cup,United Arab Emirates,0
DR Congo,1994-11-13,False,2,African Cup of Nations qualification,Zimbabwe,1
Estonia,1994-11-13,False,3,UEFA Euro qualification,Ukraine,0
Austria,1994-11-13,False,1,UEFA Euro qualification,Portugal,0
Kuwait,1994-11-13,True,0,Gulf Cup,Oman,0
Togo,1994-11-13,False,1,African Cup of Nations qualification,Tunisia,1
Mauritius,1994-11-13,False,3,African Cup of Nations qualification,Gabon,0
Guinea,1994-11-13,False,2,African Cup of Nations qualification,Mozambique,1
Ivory Coast,1994-11-13,False,1,African Cup of Nations qualification,Morocco,0
Angola,1994-11-13,False,0,African Cup of Nations qualification,Mali,0
Botswana,1994-11-13,False,1,African Cup of Nations qualification,Namibia,1
Latvia,1994-11-15,False,0,UEFA Euro qualification,Liechtenstein,1
Trinidad and Tobago,1994-11-15,False,1,Friendly,Grenada,2
